|average_vote|exam_id|
|23,75       |4.087  |
|17          |4.088  |
|23          |4.089  |
|16,7209     |4.091  |
|19,9        |4.092  |
|9           |4.093  |
|16,8421     |4.096  |
|24,125      |4.097  |
|18          |4.098  |
|19,775      |4.101  |
|21,2        |4.102  |
|19          |4.103  |
|19,5313     |4.106  |
|8,5         |4.107  |
|18          |4.108  |
|17,4615     |4.111  |
|16,8667     |4.112  |
|20,5        |4.113  |
|15          |4.114  |
|17,973      |4.116  |
|19,5        |4.117  |
|13          |4.118  |
|27          |4.119  |
|17,9091     |4.121  |
|18,5        |4.122  |
|15,5        |4.123  |
|17,5909     |4.126  |
|21          |4.127  |
|16,5833     |4.131  |
|17,75       |4.132  |
|10          |4.133  |
|18,7692     |4.136  |
|11,1429     |4.137  |
|19,75       |4.138  |
|20          |4.139  |
|20,3333     |4.141  |
|21,8333     |4.142  |
|18,2121     |4.146  |
|22,6667     |4.147  |
|29          |4.148  |
|15,7        |4.151  |
|19,5        |4.152  |
|20,5882     |4.156  |
|21,5        |4.157  |
|15,5333     |4.161  |
|19,5714     |4.162  |
|20          |4.163  |
|16,9286     |4.166  |
|20,4        |4.167  |
|3           |4.168  |
|18          |4.169  |
|16,3333     |4.171  |
|19,2857     |4.172  |
|16,3077     |4.176  |
|13          |4.177  |
|18,3214     |4.181  |
|13,5        |4.182  |
|29          |4.183  |
|19,0645     |4.186  |
|14,75       |4.187  |
|22          |4.188  |
|18          |4.189  |
|16,7917     |4.191  |
|19,625      |4.192  |
|23          |4.193  |
|18,5185     |4.196  |
|22,8889     |4.197  |
|27          |4.198  |
|20,32       |4.201  |
|15          |4.202  |
|15,4074     |4.206  |
|18,25       |4.207  |
|21,6        |4.208  |
|20          |4.209  |
|16,8438     |4.211  |
|15,1667     |4.212  |
|12          |4.213  |
|28          |4.214  |
|16,5        |4.216  |
|20,2        |4.217  |
|16          |4.221  |
|20,4286     |4.222  |
|25          |4.223  |
|19,65       |4.226  |
|15,5        |4.227  |
|6           |4.228  |
|15,6316     |4.231  |
|17          |4.232  |
|27          |4.233  |
|17,9375     |4.236  |
|12,25       |4.237  |
|17,5        |4.238  |
|15,8333     |4.241  |
|16,2        |4.242  |
|20,3571     |4.246  |
|27,5        |4.247  |
|16,6667     |4.251  |
|12,6667     |4.252  |
|10          |4.253  |
|12,2        |4.256  |
|10          |4.257  |
|14,1667     |4.261  |
|27          |4.262  |
|16          |4.266  |
|10          |4.267  |
|19          |4.268  |
|23,5        |4.271  |
|13          |4.272  |
|5           |4.273  |
|13          |4.274  |
|16          |4.275  |
|15,5        |4.276  |
|19          |4.277  |
|16,375      |4.281  |
|16,5        |4.282  |
|24          |4.283  |
|18,1389     |4.286  |
|19,6154     |4.287  |
|11,75       |4.288  |
|13          |4.289  |
|18,2857     |4.291  |
|17          |4.292  |
|15,8        |4.296  |
|12,6        |4.297  |
|32          |4.298  |
|15,9773     |4.301  |
|17,8462     |4.302  |
|22,3333     |4.303  |
|4           |4.304  |
|16,1556     |4.306  |
|17,2727     |4.307  |
|16          |4.308  |
|12,25       |4.309  |
|28          |4.310  |
|21,8333     |4.311  |
|14,5        |4.312  |
|15,56       |4.316  |
|17,1429     |4.317  |
|9,5         |4.318  |
|7           |4.319  |
|18,1538     |4.321  |
|21,5        |4.322  |
|18,5        |4.323  |
|19          |4.326  |
|19,25       |4.327  |
|13          |4.328  |
|28          |4.329  |
|19,9615     |4.331  |
|17,4        |4.332  |
|23,5        |4.333  |
|18          |4.334  |
|16,7241     |4.336  |
|21,25       |4.337  |
|22,5        |4.338  |
|20          |4.341  |
|15,6667     |4.342  |
|17,25       |4.343  |
|18,5        |4.344  |
|17,087      |4.346  |
|13,25       |4.347  |
|21          |4.348  |
|11          |4.349  |
|5           |4.350  |
|15,2        |4.351  |
|15,6        |4.352  |
|29,6667     |4.353  |
|18,3        |4.356  |
|20,3333     |4.357  |
|19,4118     |4.361  |
|19,2353     |4.366  |
|19          |4.367  |
|17          |4.368  |
|9           |4.369  |
|15,3333     |4.371  |
|23          |4.372  |
|21          |4.373  |
|17          |4.374  |
|6           |4.375  |
|22,25       |4.376  |
|18,1538     |4.381  |
|24,5        |4.382  |
|17,2143     |4.386  |
|14,5        |4.387  |
|17          |4.388  |
|15          |4.389  |
|16,8077     |4.391  |
|16          |4.392  |
|9           |4.393  |
|18,4063     |4.396  |
|21          |4.397  |
|16          |4.398  |
|21          |4.399  |
|13,8919     |4.401  |
|18,1176     |4.402  |
|17,25       |4.403  |
|29          |4.404  |
|16,2353     |4.406  |
|13,7143     |4.407  |
|18,3333     |4.408  |
|18,5429     |4.411  |
|14,625      |4.412  |
|21          |4.413  |
|20,44       |4.416  |
|20,2        |4.417  |
|14          |4.418  |
|7           |4.419  |
|7           |4.420  |
|16,5        |4.421  |
|13,6667     |4.422  |
|16,5        |4.423  |
|6           |4.424  |
|14,6        |4.426  |
|15          |4.427  |
|27          |4.428  |
|16,4091     |4.431  |
|18,125      |4.432  |
|23,5        |4.433  |
|18,2857     |4.436  |
|17,8333     |4.437  |
|16,75       |4.441  |
|15,2        |4.442  |
|24          |4.443  |
|16,7391     |4.446  |
|18,3333     |4.447  |
|16,5833     |4.451  |
|14,9        |4.452  |
|11,5        |4.453  |
|26,5        |4.454  |
|15,1905     |4.456  |
|22          |4.457  |
|24          |4.458  |
|18,3333     |4.461  |
|14          |4.462  |
|18          |4.463  |
|21,0333     |4.466  |
|20,6667     |4.467  |
|18,5217     |4.471  |
|19,875      |4.472  |
|7           |4.473  |
|23          |4.474  |
|16,3103     |4.476  |
|13,4        |4.477  |
|30          |4.478  |
|18,6923     |4.481  |
|16,4444     |4.482  |
|14          |4.483  |
|10          |4.484  |
|13,5        |4.485  |
|17,5111     |4.486  |
|14          |4.487  |
|18,6667     |4.488  |
|27          |4.489  |
|20,1818     |4.491  |
|24,6667     |4.492  |
|17,36       |4.496  |
|19,875      |4.497  |
|30,5        |4.498  |
|18,6364     |4.501  |
|23,5        |4.502  |
|20          |4.503  |
|18,0526     |4.506  |
|20,75       |4.507  |
|16          |4.508  |
|20,96       |4.511  |
|27          |4.512  |
|16,6        |4.516  |
|14,3333     |4.517  |
|21,75       |4.521  |
|15          |4.522  |
|18,6667     |4.523  |
|18,25       |4.526  |
|19,2        |4.527  |
|18,0476     |4.531  |
|21,8        |4.532  |
|10          |4.533  |
|19,4444     |4.536  |
|22,75       |4.537  |
|21          |4.538  |
|18,5769     |4.541  |
|22,5714     |4.542  |
|18,9524     |4.546  |
|18,8333     |4.547  |
|14,5        |4.548  |
|19,3889     |4.551  |
|26          |4.552  |
|14,3684     |4.556  |
|12,6        |4.557  |
|14          |4.558  |
|15          |4.559  |
|20,2917     |4.561  |
|14,8        |4.562  |
|17,5        |4.563  |
|17,2778     |4.566  |
|25,5        |4.567  |
|19          |4.568  |
|20,8421     |4.571  |
|9,5         |4.572  |
|10          |4.573  |
|23          |4.574  |
|17,6316     |4.576  |
|18,2222     |4.577  |
|16,5        |4.578  |
|28          |4.579  |
|17,6842     |4.581  |
|13,8571     |4.582  |
|15,25       |4.583  |
|23          |4.584  |
|16,7333     |4.586  |
|29          |4.587  |
|20,05       |4.591  |
|14,5        |4.592  |
|18,5263     |4.596  |
|15,375      |4.597  |
|25          |4.598  |
|15          |4.599  |
|27          |4.600  |
|16,125      |4.601  |
|19,75       |4.602  |
|16,8235     |4.606  |
|8,6667      |4.607  |
|21          |4.608  |
|17,5263     |4.611  |
|16          |4.612  |
|22          |4.613  |
|15,1667     |4.616  |
|15,5714     |4.617  |
|24          |4.618  |
|20,1111     |4.621  |
|20,5        |4.622  |
|19          |4.623  |
|16,8261     |4.626  |
|14          |4.627  |
|16,6        |4.628  |
|9,3333      |4.629  |
|17,325      |4.631  |
|17          |4.632  |
|14,6667     |4.633  |
|9           |4.634  |
|30          |4.635  |
|19,1935     |4.636  |
|21,875      |4.637  |
|24          |4.638  |
|18,9091     |4.641  |
|19,8182     |4.642  |
|22          |4.643  |
|18,6563     |4.646  |
|23,1667     |4.647  |
|16,6053     |4.651  |
|22,8571     |4.652  |
|8,5         |4.653  |
|18,8205     |4.656  |
|12,4        |4.657  |
|20          |4.658  |
|21,8485     |4.661  |
|19,4444     |4.662  |
|10,5        |4.663  |
|28          |4.664  |
|17,3333     |4.666  |
|19,75       |4.667  |
|12,3333     |4.668  |
|8           |4.669  |
|19,2692     |4.671  |
|22          |4.672  |
|14,5        |4.673  |
|26          |4.674  |
|17,6667     |4.676  |
|20,4286     |4.677  |
|17,7273     |4.681  |
|21,8571     |4.682  |
|25,5        |4.683  |
|19,1739     |4.686  |
|15,4286     |4.687  |
|16,6818     |4.691  |
|24          |4.692  |
|13          |4.693  |
|16,5417     |4.696  |
|16,2222     |4.697  |
|9,6         |4.698  |
|24          |4.699  |
|17,0625     |4.701  |
|21,5714     |4.702  |
|17          |4.703  |
|17,4118     |4.706  |
|21,6        |4.707  |
|17,5        |4.708  |
|4           |4.709  |
|17,2        |4.711  |
|21,2727     |4.712  |
|17          |4.713  |
|19          |4.714  |
|19,5294     |4.716  |
|23,5        |4.717  |
|19,9697     |4.721  |
|21,5714     |4.722  |
|5           |4.723  |
|23          |4.724  |
|16,9167     |4.726  |
|20,6154     |4.727  |
|20          |4.728  |
|19,6786     |4.731  |
|17          |4.732  |
|15          |4.733  |
|25          |4.734  |
|17,1        |4.736  |
|18,5714     |4.737  |
|18          |4.738  |
|20          |4.741  |
|18,4        |4.742  |
|15          |4.743  |
|18,5652     |4.746  |
|19,2        |4.747  |
|33          |4.748  |
|17,2667     |4.751  |
|17,2222     |4.752  |
|8           |4.753  |
|16,6923     |4.756  |
|16,5        |4.757  |
|17,6667     |4.758  |
|19,5833     |4.761  |
|18,2857     |4.762  |
|18          |4.766  |
|15,1667     |4.767  |
|16          |4.768  |
|18          |4.769  |
|13,9091     |4.771  |
|15,3333     |4.772  |
|9,5         |4.773  |
|19,4615     |4.776  |
|20,8        |4.777  |
|3           |4.778  |
|28          |4.779  |
|17,9375     |4.781  |
|19          |4.782  |
|23,3333     |4.783  |
|14          |4.784  |
|18,8        |4.786  |
|19,6667     |4.787  |
|19,3636     |4.791  |
|19,3333     |4.792  |
|13,75       |4.796  |
|16,1667     |4.797  |
|27          |4.798  |
|15,9167     |4.801  |
|20,6667     |4.802  |
|16,3571     |4.806  |
|17,7143     |4.807  |
|32          |4.808  |
|17,6129     |4.811  |
|8,5         |4.812  |
|19,75       |4.813  |
|26,5        |4.814  |
|19,3667     |4.816  |
|19,25       |4.817  |
|18,6        |4.821  |
|19,75       |4.822  |
|18,3243     |4.826  |
|13,8889     |4.827  |
|26,5        |4.828  |
|8           |4.829  |
|17,3529     |4.831  |
|11,9        |4.832  |
|17          |4.833  |
|18,1429     |4.836  |
|13,1        |4.837  |
|21          |4.838  |
|19,3125     |4.841  |
|19,6667     |4.842  |
|11          |4.843  |
|17,4074     |4.846  |
|16,8333     |4.847  |
|18          |4.848  |
|13,5        |4.849  |
|4           |4.850  |
|19,5926     |4.851  |
|20          |4.852  |
|17,7222     |4.856  |
|15,2        |4.857  |
|25          |4.858  |
|17,9643     |4.861  |
|17,8571     |4.862  |
|6           |4.863  |
|18,8        |4.866  |
|13,2        |4.867  |
|24          |4.868  |
|16,8214     |4.871  |
|14,3333     |4.872  |
|24,5        |4.873  |
|18,1875     |4.876  |
|12,6667     |4.877  |
|16          |4.878  |
|22,5        |4.879  |
|20,04       |4.881  |
|12          |4.882  |
|30          |4.883  |
|17,0714     |4.886  |
|18,8889     |4.887  |
|26          |4.888  |
|17,8571     |4.891  |
|17,75       |4.892  |
|27          |4.893  |
|18,4054     |4.896  |
|18,75       |4.897  |
|15          |4.898  |
|26          |4.899  |
|19,36       |4.901  |
|26          |4.902  |
|17,36       |4.906  |
|15,4        |4.907  |
|29,5        |4.908  |
|17,0526     |4.911  |
|12          |4.912  |
|11,3333     |4.913  |
|11          |4.914  |
|15,72       |4.916  |
|21          |4.917  |
|25          |4.918  |
|19,1923     |4.921  |
|19,2857     |4.922  |
|5           |4.923  |
|18,2069     |4.926  |
|17,125      |4.927  |
|17,6316     |4.931  |
|20          |4.932  |
|20,0526     |4.936  |
|20,6667     |4.937  |
|20,125      |4.941  |
|25          |4.942  |
|17,2667     |4.946  |
|22,8333     |4.947  |
|16,8333     |4.951  |
|17          |4.952  |
|10          |4.953  |
|14          |4.954  |
|7           |4.955  |
|19,4583     |4.956  |
|18          |4.957  |
|9           |4.958  |
|14          |4.959  |
|16,9565     |4.961  |
|20,1333     |4.962  |
|17,3333     |4.963  |
|22,5        |4.964  |
|18,7838     |4.966  |
|17,1111     |4.967  |
|15          |4.968  |
|20          |4.969  |
|20,9722     |4.971  |
|18,3333     |4.972  |
|6           |4.973  |
|17          |4.974  |
|17,7297     |4.976  |
|18,5455     |4.977  |
|23,5        |4.978  |
|25          |4.979  |
|18,4595     |4.981  |
|20,5        |4.982  |
|22,3333     |4.983  |
|21          |4.984  |
|17,15       |4.986  |
|21,6667     |4.987  |
|12          |4.988  |
|17,6486     |4.991  |
|17,6667     |4.992  |
|22,5        |4.993  |
|21,3235     |4.996  |
|13          |4.997  |
|7           |4.998  |
|19,9655     |5.001  |
|24,1667     |5.002  |
|26          |5.003  |
|18,3704     |5.006  |
|15,8571     |5.007  |
|15          |5.008  |
|16,2        |5.011  |
|18,5556     |5.012  |
|6,25        |5.013  |
|15          |5.014  |
|14,5        |5.016  |
|20,2857     |5.017  |
|24,6667     |5.018  |
|17,6        |5.021  |
|20,5        |5.022  |
|18,9459     |5.026  |
|21,8571     |5.027  |
|4           |5.028  |
|19,425      |5.031  |
|21,125      |5.032  |
|19,5455     |5.036  |
|20,375      |5.037  |
|3           |5.038  |
|20          |5.039  |
|18,725      |5.041  |
|25          |5.042  |
|19,3611     |5.046  |
|15          |5.047  |
|27          |5.048  |
|18,4848     |5.051  |
|15,6        |5.052  |
|15,3333     |5.053  |
|21,037      |5.056  |
|23,6        |5.057  |
|9           |5.058  |
|4           |5.059  |
|18          |5.060  |
|16,7692     |5.061  |
|17,7143     |5.062  |
|28          |5.063  |
|18,3571     |5.066  |
|16,5556     |5.067  |
|24,3333     |5.068  |
|16,037      |5.071  |
|21,8        |5.072  |
|19          |5.073  |
|19,1739     |5.076  |
|18,3333     |5.077  |
|21          |5.081  |
|11,6667     |5.082  |
|15,6667     |5.083  |
|18,3636     |5.086  |
|17,6        |5.087  |
|17,5        |5.088  |
|20,0741     |5.091  |
|14,75       |5.092  |
|22,5        |5.093  |
|16,8214     |5.096  |
|20,25       |5.097  |
|6           |5.098  |
|18,5152     |5.101  |
|15,7778     |5.102  |
|22          |5.103  |
|19,5        |5.106  |
|15,8333     |5.107  |
|6           |5.108  |
|17,7879     |5.111  |
|22          |5.112  |
|10          |5.113  |
|19,0455     |5.116  |
|21,25       |5.117  |
|33          |5.118  |
|17,8438     |5.121  |
|16,3        |5.122  |
|13,5        |5.123  |
|11,5        |5.124  |
|8           |5.125  |
|15,6111     |5.126  |
|12          |5.127  |
|18,3        |5.131  |
|20,75       |5.132  |
|3           |5.133  |
|18,5        |5.136  |
|20,8333     |5.137  |
|21,5        |5.138  |
|15,1429     |5.141  |
|20,6        |5.142  |
|28          |5.143  |
|19,9474     |5.146  |
|20,5        |5.147  |
|29          |5.148  |
|17,05       |5.151  |
|7,6667      |5.152  |
|32          |5.153  |
|16,8571     |5.156  |
|16,6667     |5.157  |
|20,1538     |5.161  |
|28          |5.162  |
|17,2727     |5.166  |
|12,5        |5.167  |
|19          |5.168  |
|18,2308     |5.171  |
|16          |5.172  |
|24,5        |5.173  |
|17,8571     |5.176  |
|14,25       |5.177  |
|23,4        |5.181  |
|30          |5.182  |
|20,2        |5.186  |
|17,119      |5.191  |
|15,8889     |5.192  |
|17,25       |5.193  |
|18,05       |5.196  |
|17,7143     |5.197  |
|26          |5.198  |
|15,2553     |5.201  |
|20,1111     |5.202  |
|31          |5.203  |
|18,2927     |5.206  |
|17,8        |5.207  |
|5,5         |5.208  |
|9,5         |5.209  |
|6           |5.210  |
|17,6341     |5.211  |
|16,8889     |5.212  |
|11          |5.213  |
|20,0588     |5.216  |
|17,3333     |5.217  |
|13          |5.218  |
|18,15       |5.221  |
|18,7        |5.222  |
|15          |5.223  |
|15          |5.224  |
|10          |5.225  |
|18          |5.226  |
|24,5        |5.227  |
|24,5        |5.228  |
|17,0833     |5.231  |
|15,8        |5.232  |
|13          |5.233  |
|12          |5.234  |
|15,5909     |5.236  |
|20          |5.237  |
|33          |5.238  |
|16,3704     |5.241  |
|16,875      |5.242  |
|33          |5.243  |
|17,5909     |5.246  |
|14,5        |5.247  |
|20          |5.248  |
|21,7333     |5.251  |
|10,5        |5.252  |
|22,375      |5.256  |
|20,25       |5.257  |
|32          |5.258  |
|16,5714     |5.261  |
|20,8        |5.262  |
|12          |5.263  |
|14          |5.264  |
|15,9286     |5.266  |
|16,25       |5.267  |
|18          |5.268  |
|27          |5.269  |
|17,8182     |5.271  |
|7,6667      |5.272  |
|28          |5.273  |
|16,3714     |5.276  |
|16,8        |5.277  |
|17,25       |5.278  |
|19,5333     |5.281  |
|21,6667     |5.282  |
|13,5        |5.283  |
|23          |5.284  |
|20,1463     |5.286  |
|19,1111     |5.287  |
|17,6667     |5.288  |
|18,8421     |5.291  |
|24,1        |5.292  |
|17,9459     |5.296  |
|17,1111     |5.297  |
|31          |5.298  |
|17,1714     |5.301  |
|18,6667     |5.302  |
|15,3333     |5.303  |
|10,5        |5.304  |
|19          |5.305  |
|17,9474     |5.306  |
|15,4286     |5.307  |
|23,5        |5.308  |
|13          |5.309  |
|24          |5.310  |
|16,4545     |5.311  |
|18,2857     |5.312  |
|28,6667     |5.313  |
|17,3636     |5.316  |
|17,9        |5.317  |
|11          |5.318  |
|14,5        |5.319  |
|27          |5.320  |
|17,6        |5.321  |
|15,6667     |5.322  |
|12,6667     |5.323  |
|19,5        |5.324  |
|17,3529     |5.326  |
|17,5556     |5.327  |
|14,6667     |5.328  |
|23,5        |5.329  |
|15,2857     |5.331  |
|16,25       |5.332  |
|11          |5.333  |
|14,8276     |5.336  |
|17,8        |5.337  |
|21,6667     |5.338  |
|18,3077     |5.341  |
|17,25       |5.342  |
|19,5        |5.343  |
|16,8        |5.346  |
|21,5714     |5.347  |
|4           |5.348  |
|25          |5.349  |
|22,6        |5.351  |
|18,5        |5.352  |
|16,7333     |5.356  |
|10,8        |5.357  |
|20,5        |5.358  |
|25          |5.359  |
|14,0714     |5.361  |
|15          |5.362  |
|10          |5.363  |
|17,6154     |5.366  |
|16,8333     |5.367  |
|20,5        |5.368  |
|22,4        |5.371  |
|19          |5.372  |
|18,5625     |5.376  |
|9,3333      |5.377  |
|18,5        |5.381  |
|23,5        |5.382  |
|18,3704     |5.386  |
|14,6667     |5.387  |
|3           |5.388  |
|27          |5.389  |
|17,3056     |5.391  |
|15,25       |5.392  |
|17          |5.393  |
|22          |5.394  |
|16,9375     |5.396  |
|14,7        |5.397  |
|23          |5.398  |
|3,5         |5.399  |
|15          |5.400  |
|18,3714     |5.401  |
|16,3        |5.402  |
|30          |5.403  |
|19,3125     |5.406  |
|18,1667     |5.407  |
|4           |5.408  |
|12          |5.409  |
|22          |5.410  |
|17,4444     |5.411  |
|15          |5.412  |
|19,3333     |5.413  |
|30          |5.414  |
|19,3171     |5.416  |
|21,0909     |5.417  |
|16          |5.418  |
|17,2121     |5.421  |
|15,1667     |5.422  |
|14          |5.423  |
|20,75       |5.426  |
|29,3333     |5.427  |
|19,2963     |5.431  |
|18,9        |5.432  |
|16          |5.433  |
|18,65       |5.436  |
|17,6667     |5.437  |
|29          |5.438  |
|16,5556     |5.441  |
|10          |5.442  |
|17,5        |5.446  |
|16,625      |5.447  |
|26,3333     |5.448  |
|18,5909     |5.451  |
|13          |5.452  |
|19,6667     |5.453  |
|24          |5.454  |
|20,6        |5.456  |
|25,7143     |5.457  |
|20,7826     |5.461  |
|20,6667     |5.462  |
|16          |5.463  |
|12          |5.464  |
|15          |5.465  |
|16,7632     |5.466  |
|14,3636     |5.467  |
|21,7143     |5.468  |
|4           |5.469  |
|9           |5.470  |
|20,32       |5.471  |
|18,75       |5.472  |
|18          |5.473  |
|21,7143     |5.476  |
|17          |5.477  |
|8           |5.478  |
|13          |5.479  |
|6           |5.480  |
|18,28       |5.481  |
|13,5        |5.482  |
|15          |5.483  |
|29          |5.484  |
|17,28       |5.486  |
|22,2222     |5.487  |
|8           |5.488  |
|14,4286     |5.491  |
|17,8        |5.492  |
|29          |5.493  |
|18,5        |5.496  |
|22,6        |5.497  |
|29,5        |5.498  |
|14,45       |5.501  |
|23,75       |5.502  |
|16,8696     |5.506  |
|9           |5.507  |
|15,5        |5.508  |
|18          |5.509  |
|18,7778     |5.511  |
|15,25       |5.512  |
|18,7143     |5.516  |
|23          |5.517  |
|15,9355     |5.521  |
|23,25       |5.522  |
|15          |5.523  |
|17,3043     |5.526  |
|16,5        |5.527  |
|24,3333     |5.528  |
|17,5217     |5.531  |
|16,5        |5.532  |
|10          |5.533  |
|19,1613     |5.536  |
|17,5        |5.537  |
|20,2778     |5.541  |
|14,5        |5.542  |
|17          |5.543  |
|20,963      |5.546  |
|16,6667     |5.547  |
|30          |5.548  |
|14,5294     |5.551  |
|14,6667     |5.552  |
|13          |5.553  |
|20          |5.554  |
|22,2609     |5.556  |
|22,6        |5.557  |
|18,75       |5.561  |
|21,5        |5.562  |
|5           |5.563  |
|19,8947     |5.566  |
|19,3333     |5.567  |
|19          |5.568  |
|19,3684     |5.571  |
|12,4        |5.572  |
|15,6667     |5.573  |
|30          |5.574  |
|17          |5.576  |
|14,875      |5.577  |
|18,5        |5.578  |
|14          |5.579  |
|16,4444     |5.581  |
|18,2727     |5.582  |
|16,5        |5.583  |
|13          |5.584  |
|9           |5.585  |
|15,5814     |5.586  |
|15          |5.587  |
|20,3333     |5.588  |
|21          |5.589  |
|18,2        |5.591  |
|19,9        |5.592  |
|13          |5.593  |
|18,8182     |5.596  |
|19          |5.597  |
|13          |5.598  |
|12          |5.599  |
|19,871      |5.601  |
|14,6667     |5.602  |
|18,75       |5.606  |
|25,1667     |5.607  |
|24          |5.608  |
|13,3571     |5.611  |
|15,1538     |5.612  |
|13          |5.613  |
|18,8519     |5.616  |
|16,6667     |5.617  |
|9           |5.618  |
|17,4286     |5.621  |
|13,8        |5.622  |
|10          |5.623  |
|11          |5.624  |
|19,9565     |5.626  |
|18          |5.627  |
|15,5        |5.628  |
|16          |5.631  |
|18,7778     |5.632  |
|11,5        |5.633  |
|22          |5.634  |
|18,9545     |5.636  |
|15,4286     |5.637  |
|13,6667     |5.638  |
|21,5641     |5.641  |
|21,8        |5.642  |
|17,875      |5.646  |
|17,2        |5.647  |
|22          |5.648  |
|17,9778     |5.651  |
|17,4        |5.652  |
|14          |5.653  |
|19,9524     |5.656  |
|16,9091     |5.657  |
|14,3333     |5.658  |
|21          |5.659  |
|16,9688     |5.661  |
|16,375      |5.662  |
|16          |5.663  |
|17,04       |5.666  |
|23          |5.667  |
|18          |5.668  |
|18,4815     |5.671  |
|17          |5.672  |
|19,5        |5.673  |
|14          |5.674  |
|21          |5.675  |
|18,3182     |5.676  |
|15,4        |5.677  |
|20          |5.678  |
|20,25       |5.681  |
|20,6667     |5.682  |
|12          |5.683  |
|11          |5.684  |
|19,5357     |5.686  |
|16,2857     |5.687  |
|14,5        |5.688  |
|11          |5.689  |
|21          |5.691  |
|3           |5.692  |
|15,1739     |5.696  |
|19,1429     |5.697  |
|8,5         |5.698  |
|3           |5.699  |
|16          |5.700  |
|16,7241     |5.701  |
|8,5         |5.702  |
|3           |5.703  |
|32          |5.704  |
|17,8485     |5.706  |
|18,5        |5.707  |
|30,5        |5.708  |
|17,4138     |5.711  |
|20,8571     |5.712  |
|17,6667     |5.713  |
|20,24       |5.716  |
|19,4        |5.717  |
|20,5        |5.718  |
|14          |5.719  |
|19,087      |5.721  |
|14          |5.722  |
|19          |5.723  |
|18,3913     |5.726  |
|16,2857     |5.727  |
|16,5        |5.728  |
|17,5        |5.729  |
|8           |5.730  |
|17,8947     |5.731  |
|18,6        |5.732  |
|23          |5.733  |
|16,6667     |5.736  |
|18          |5.737  |
|7           |5.738  |
|17,75       |5.741  |
|17          |5.742  |
|19          |5.743  |
|19,5        |5.746  |
|23,25       |5.747  |
|15          |5.748  |
|30          |5.749  |
|19,8095     |5.751  |
|19,1667     |5.752  |
|22          |5.753  |
|17,88       |5.756  |
|15          |5.757  |
|26          |5.758  |
|13,1429     |5.761  |
|16,5        |5.762  |
|18          |5.763  |
|13,3333     |5.766  |
|16,75       |5.767  |
|16,1111     |5.771  |
|20,3333     |5.772  |
|12          |5.776  |
|11          |5.777  |
|13          |5.781  |
|15          |5.782  |
|15,125      |5.786  |
|8           |5.787  |
|8           |5.788  |
|17,5        |5.789  |
|16          |5.790  |
|19,825      |5.791  |
|24,8        |5.792  |
|18,5366     |5.796  |
|20,0909     |5.797  |
|9,6667      |5.798  |
|22          |5.799  |
|18,0556     |5.801  |
|18,3333     |5.802  |
|11,5        |5.803  |
|12          |5.804  |
|33          |5.805  |
|15,9032     |5.806  |
|19,7692     |5.807  |
|18          |5.808  |
|15,2632     |5.811  |
|16,25       |5.812  |
|3           |5.813  |
|20,5429     |5.816  |
|18,2        |5.817  |
|11,5        |5.818  |
|19,1875     |5.821  |
|20,4615     |5.822  |
|32          |5.823  |
|16,6364     |5.826  |
|19,4545     |5.827  |
|25          |5.828  |
|17,1304     |5.831  |
|15,5        |5.832  |
|29,5        |5.833  |
|15,6        |5.836  |
|29          |5.837  |
|20,2273     |5.841  |
|10,75       |5.842  |
|19          |5.843  |
|33          |5.844  |
|16,75       |5.846  |
|15,1667     |5.847  |
|21,3333     |5.848  |
|19          |5.849  |
|13,3158     |5.851  |
|15,5        |5.852  |
|21,5        |5.853  |
|15,3214     |5.856  |
|18,6        |5.857  |
|24          |5.858  |
|14,5238     |5.861  |
|12,8571     |5.862  |
|11          |5.863  |
|22,1429     |5.866  |
|19,6667     |5.867  |
|29          |5.868  |
|13          |5.871  |
|16,3333     |5.872  |
|16          |5.873  |
|27          |5.874  |
|17,4545     |5.876  |
|8,6667      |5.877  |
|19          |5.878  |
|23,8889     |5.881  |
|22          |5.882  |
|17,2143     |5.886  |
|15,6667     |5.887  |
|18          |5.888  |
|18,625      |5.891  |
|6,5         |5.892  |
|23,1        |5.896  |
|22          |5.897  |
|14,625      |5.901  |
|16          |5.902  |
|32          |5.903  |
|18,3182     |5.906  |
|22,3333     |5.907  |
|19,5294     |5.911  |
|20,8        |5.912  |
|12,5        |5.913  |
|6,5         |5.914  |
|26          |5.915  |
|18,5        |5.916  |
|23,4        |5.917  |
|22,0278     |5.921  |
|21,3333     |5.922  |
|8           |5.923  |
|18,3421     |5.926  |
|17,7        |5.927  |
|19          |5.928  |
|26          |5.929  |
|18,9565     |5.931  |
|15,5        |5.932  |
|10          |5.933  |
|31          |5.934  |
|18,8571     |5.936  |
|19,75       |5.937  |
|24,5        |5.938  |
|18,7727     |5.941  |
|14,2        |5.942  |
|26          |5.943  |
|18,5217     |5.946  |
|14,6667     |5.947  |
|14          |5.948  |
|16,5        |5.949  |
|11          |5.950  |
|15,5769     |5.951  |
|19,625      |5.952  |
|22,25       |5.953  |
|21,2857     |5.956  |
|30          |5.957  |
|16,2105     |5.961  |
|14,5        |5.962  |
|31,5        |5.963  |
|16,9        |5.966  |
|25,2857     |5.967  |
|17,0889     |5.971  |
|17,2222     |5.972  |
|20,5        |5.973  |
|19,7391     |5.976  |
|18,4        |5.977  |
|25          |5.978  |
|18,8864     |5.981  |
|20,5455     |5.982  |
|17,5        |5.983  |
|11          |5.984  |
|8           |5.985  |
